geneName	family
FBgn0034356	651
FBgn0003091	652
FBgn0004784	652
FBgn0015795	653
FBgn0032782	653
FBgn0003295	654
FBgn0004635	654
FBgn0051267	655
FBgn0051266	655
FBgn0003360	656
FBgn0025111	656
FBgn0003378	657
FBgn0003377	657
FBgn0003410	658
FBgn0259794	658
FBgn0003486	659
FBgn0086917	659
FBgn0003510	660
FBgn0033348	660
FBgn0003515	661
FBgn0003996	661
FBgn0003607	662
FBgn0037675	662
FBgn0045479	663
FBgn0035167	663
FBgn0030773	664
FBgn0052523	664
FBgn0034807	665
FBgn0052833	665
FBgn0003865	666
FBgn0000394	666
FBgn0010097	667
FBgn0260639	667
FBgn0004057	668
FBgn0037147	668
FBgn0261395	669
FBgn0261394	669
FBgn0039015	670
FBgn0046689	670
FBgn0004240	671
FBgn0034407	671
FBgn0004363	672
FBgn0069354	672
FBgn0004364	673
FBgn0034476	673
FBgn0029114	674
FBgn0036494	674
FBgn0004370	675
FBgn0004368	675
FBgn0004404	676
FBgn0004403	676
FBgn0029996	677
FBgn0037987	677
FBgn0004463	678
FBgn0262955	678
FBgn0004588	679
FBgn0004591	679
FBgn0004619	680
FBgn0264000	680
FBgn0040010	681
FBgn0051802	681
FBgn0004778	682
FBgn0029811	682
FBgn0004861	683
FBgn0004860	683
FBgn0004901	684
FBgn0041194	684
FBgn0004907	685
FBgn0020238	685
FBgn0004959	686
FBgn0010383	686
FBgn0005411	687
FBgn0034834	687
FBgn0005593	688
FBgn0032404	688
FBgn0005655	689
FBgn0032813	689
FBgn0010019	690
FBgn0030304	690
FBgn0035344	691
FBgn0031925	691
FBgn0010100	692
FBgn0037862	692
FBgn0034568	693
FBgn0051183	693
FBgn0010220	694
FBgn0032919	694
FBgn0010314	695
FBgn0037613	695
FBgn0010339	696
FBgn0038723	696
FBgn0010387	697
FBgn0031992	697
FBgn0010395	698
FBgn0004657	698
FBgn0010412	699
FBgn0039129	699
FBgn0029663	700
FBgn0262476	700
FBgn0010435	701
FBgn0035091	701
FBgn0032908	702
FBgn0051793	702
FBgn0010774	703
FBgn0032439	703
FBgn0034481	704
FBgn0034592	704
FBgn0011596	705
FBgn0029870	705
FBgn0011648	706
FBgn0025800	706
FBgn0011695	707
FBgn0035089	707
FBgn0011726	708
FBgn0030951	708
FBgn0011761	709
FBgn0040070	709
FBgn0012034	710
FBgn0039184	710
FBgn0033366	711
FBgn0035076	711
FBgn0013301	712
FBgn0013300	712
FBgn0013308	713
FBgn0013307	713
FBgn0013755	714
FBgn0013753	714
FBgn0033304	715
FBgn0033302	715
FBgn0038354	716
FBgn0038337	716
FBgn0036497	717
FBgn0020255	717
FBgn0014033	718
FBgn0020377	718
FBgn0014391	719
FBgn0051477	719
FBgn0014863	720
FBgn0259209	720
FBgn0014865	721
FBgn0262881	721
FBgn0015247	722
FBgn0260635	722
FBgn0028685	723
FBgn0036224	723
FBgn0015380	724
FBgn0024245	724
FBgn0261268	725
FBgn0033260	725
FBgn0015584	726
FBgn0053530	726
FBgn0015773	727
FBgn0015774	727
FBgn0015805	728
FBgn0025825	728
FBgn0015808	729
FBgn0032715	729
FBgn0015831	730
FBgn0053113	730
FBgn0015872	731
FBgn0033635	731
FBgn0016041	732
FBgn0033074	732
FBgn0016053	733
FBgn0085236	733
FBgn0035620	734
FBgn0038845	734
FBgn0016126	735
FBgn0011754	735
FBgn0031784	736
FBgn0038630	736
FBgn0032492	737
FBgn0250843	737
FBgn0017590	738
FBgn0037107	738
FBgn0019643	739
FBgn0040376	739
FBgn0019938	740
FBgn0030687	740
FBgn0020248	741
FBgn0030318	741
FBgn0020376	742
FBgn0031547	742
FBgn0020653	743
FBgn0037170	743
FBgn0022097	744
FBgn0040377	744
FBgn0022359	745
FBgn0024289	745
FBgn0022382	746
FBgn0259243	746
FBgn0022942	747
FBgn0038887	747
FBgn0022987	748
FBgn0022986	748
FBgn0023517	749
FBgn0035004	749
FBgn0023549	750
FBgn0033913	750
FBgn0034478	751
FBgn0263233	751
FBgn0024234	752
FBgn0005590	752
FBgn0033113	753
FBgn0033574	753
FBgn0024320	754
FBgn0261675	754
FBgn0024556	755
FBgn0033184	755
FBgn0000557	756
FBgn0284245	756
FBgn0024754	757
FBgn0264078	757
FBgn0024833	758
FBgn0263351	758
FBgn0024921	759
FBgn0035693	759
FBgn0024958	760
FBgn0024957	760
FBgn0025388	761
FBgn0025387	761
FBgn0025628	762
FBgn0032754	762
FBgn0025680	763
FBgn0016054	763
FBgn0025693	764
FBgn0028516	764
FBgn0025709	765
FBgn0033371	765
FBgn0025741	766
FBgn0025740	766
FBgn0025866	767
FBgn0012051	767
FBgn0026064	768
FBgn0026063	768
FBgn0026196	769
FBgn0038964	769
FBgn0031775	770
FBgn0036380	770
FBgn0040256	771
FBgn0026315	771
FBgn0026361	772
FBgn0014029	772
FBgn0026395	773
FBgn0026384	773
FBgn0026397	774
FBgn0026398	774
FBgn0026399	775
FBgn0037322	775
FBgn0026439	776
FBgn0026438	776
FBgn0026616	777
FBgn0011740	777
FBgn0026721	778
FBgn0033710	778
FBgn0027066	779
FBgn0052371	779
FBgn0027079	780
FBgn0035942	780
FBgn0027094	781
FBgn0028962	781
FBgn0027280	782
FBgn0051664	782
FBgn0027453	783
FBgn0034057	783
FBgn0027537	784
FBgn0038274	784
FBgn0027546	785
FBgn0029003	785
FBgn0031813	786
FBgn0032775	786
FBgn0027836	787
FBgn0037391	787
FBgn0027872	788
FBgn0267975	788
FBgn0028325	789
FBgn0029722	789
FBgn0028416	790
FBgn0028415	790
FBgn0028491	791
FBgn0265575	791
FBgn0028497	792
FBgn0035945	792
FBgn0028542	793
FBgn0027929	793
FBgn0028552	794
FBgn0266721	794
FBgn0028567	795
FBgn0063261	795
FBgn0028662	796
FBgn0262514	796
FBgn0028693	797
FBgn0036465	797
FBgn0028833	798
FBgn0022709	798
FBgn0028844	799
FBgn0031971	799
FBgn0028858	800
FBgn0033408	800
FBgn0028862	801
FBgn0033427	801
FBgn0028864	802
FBgn0051780	802
FBgn0053460	803
FBgn0036858	803
FBgn0028868	804
FBgn0005322	804
FBgn0039180	805
FBgn0039069	805
FBgn0028970	806
FBgn0015000	806
FBgn0028984	807
FBgn0038299	807
FBgn0029082	808
FBgn0024189	808
FBgn0029093	809
FBgn0033933	809
FBgn0029148	810
FBgn0286786	810
FBgn0029175	811
FBgn0265974	811
FBgn0029589	812
FBgn0029590	812
FBgn0029676	813
FBgn0260484	813
FBgn0029679	814
FBgn0032827	814
FBgn0035649	815
FBgn0030890	815
FBgn0029689	816
FBgn0037759	816
FBgn0029694	817
FBgn0037910	817
FBgn0029709	818
FBgn0034681	818
FBgn0029712	819
FBgn0016715	819
FBgn0029715	820
FBgn0032115	820
FBgn0032055	821
FBgn0038033	821
FBgn0029849	822
FBgn0039641	822
FBgn0029932	823
FBgn0034045	823
FBgn0029942	824
FBgn0265271	824
FBgn0029961	825
FBgn0030385	825
FBgn0029962	826
FBgn0052698	826
FBgn0029963	827
FBgn0027786	827
FBgn0029986	828
FBgn0029989	828
FBgn0029994	829
FBgn0032405	829
FBgn0030010	830
FBgn0030008	830
FBgn0030066	831
FBgn0038361	831
FBgn0030332	832
FBgn0038878	832
FBgn0030085	833
FBgn0052706	833
FBgn0030098	834
FBgn0030097	834
FBgn0030102	835
FBgn0053548	835
FBgn0030163	836
FBgn0030164	836
FBgn0030183	837
FBgn0026749	837
FBgn0030189	838
FBgn0029710	838
FBgn0030241	839
FBgn0030242	839
FBgn0030271	840
FBgn0030270	840
FBgn0030280	841
FBgn0030278	841
FBgn0030300	842
FBgn0052484	842
FBgn0030326	843
FBgn0085207	843
FBgn0085244	844
FBgn0085206	844
FBgn0030349	845
FBgn0038721	845
FBgn0030351	846
FBgn0030350	846
FBgn0030403	847
FBgn0023536	847
FBgn0030437	848
FBgn0052843	848
FBgn0030465	849
FBgn0039698	849
FBgn0030485	850
FBgn0030509	850
FBgn0030616	851
FBgn0034822	851
FBgn0030629	852
FBgn0030630	852
FBgn0030653	853
FBgn0263602	853
FBgn0030657	854
FBgn0036730	854
FBgn0259196	855
FBgn0259195	855
FBgn0030666	856
FBgn0030665	856
FBgn0030725	857
FBgn0030721	857
FBgn0030734	858
FBgn0037498	858
FBgn0030756	859
FBgn0030638	859
FBgn0030816	860
FBgn0030817	860
FBgn0030853	861
FBgn0036706	861
FBgn0030918	862
FBgn0038445	862
FBgn0030956	863
FBgn0030959	863
FBgn0030982	864
FBgn0051715	864
FBgn0054056	865
FBgn0054057	865
FBgn0031018	866
FBgn0051053	866
FBgn0031048	867
FBgn0031045	867
FBgn0031049	868
FBgn0033691	868
FBgn0053461	869
FBgn0053462	869
FBgn0031060	870
FBgn0283681	870
FBgn0031069	871
FBgn0039890	871
FBgn0031132	872
FBgn0034971	872
FBgn0031145	873
FBgn0032680	873
FBgn0031149	874
FBgn0011336	874
FBgn0031201	875
FBgn0032262	875
FBgn0031214	876
FBgn0031213	876
FBgn0031279	877
FBgn0038463	877
FBgn0031318	878
FBgn0031319	878
FBgn0031332	879
FBgn0031333	879
FBgn0040106	880
FBgn0040107	880
FBgn0031381	881
FBgn0038198	881
FBgn0031418	882
FBgn0031417	882
FBgn0031422	883
FBgn0035265	883
FBgn0031431	884
FBgn0032030	884
FBgn0259949	885
FBgn0259950	885
FBgn0031630	886
FBgn0032910	886
FBgn0039043	887
FBgn0039040	887
FBgn0031636	888
FBgn0035763	888
FBgn0031649	889
FBgn0041150	889
FBgn0031673	890
FBgn0025682	890
FBgn0031735	891
FBgn0036939	891
FBgn0031771	892
FBgn0034007	892
FBgn0031803	893
FBgn0031802	893
FBgn0031741	894
FBgn0259175	894
FBgn0031908	895
FBgn0031907	895
FBgn0040104	896
FBgn0040102	896
FBgn0033241	897
FBgn0039073	897
FBgn0032144	898
FBgn0032143	898
FBgn0031941	899
FBgn0010612	899
FBgn0031948	900
FBgn0053116	900
FBgn0031974	901
FBgn0054010	901
FBgn0031995	902
FBgn0030087	902
FBgn0032002	903
FBgn0032001	903
FBgn0033572	904
FBgn0052081	904
FBgn0032040	905
FBgn0036711	905
FBgn0032061	906
FBgn0000261	906
FBgn0032843	907
FBgn0035216	907
FBgn0032087	908
FBgn0032088	908
FBgn0032095	909
FBgn0015770	909
FBgn0032116	910
FBgn0286203	910
FBgn0052557	911
FBgn0039387	911
FBgn0032163	912
FBgn0046697	912
FBgn0032242	913
FBgn0032969	913
FBgn0032247	914
FBgn0039219	914
FBgn0032369	915
FBgn0031301	915
FBgn0032391	916
FBgn0000588	916
FBgn0032491	917
FBgn0032490	917
FBgn0032664	918
FBgn0030717	918
FBgn0032726	919
FBgn0032727	919
FBgn0032768	920
FBgn0032769	920
FBgn0032771	921
FBgn0034454	921
FBgn0032805	922
FBgn0029642	922
FBgn0032810	923
FBgn0032809	923
FBgn0032814	924
FBgn0032763	924
FBgn0032818	925
FBgn0032031	925
FBgn0032833	926
FBgn0033020	926
FBgn0032879	927
FBgn0033778	927
FBgn0038888	928
FBgn0051438	928
FBgn0032894	929
FBgn0052462	929
FBgn0033079	930
FBgn0034943	930
FBgn0033527	931
FBgn0035141	931
FBgn0033093	932
FBgn0002021	932
FBgn0033110	933
FBgn0038366	933
FBgn0033130	934
FBgn0033129	934
FBgn0033167	935
FBgn0033165	935
FBgn0033257	936
FBgn0038621	936
FBgn0033274	937
FBgn0033523	937
FBgn0033289	938
FBgn0027556	938
FBgn0033301	939
FBgn0050148	939
FBgn0050344	940
FBgn0050345	940
FBgn0051636	941
FBgn0053965	941
FBgn0033524	942
FBgn0033753	942
FBgn0050489	943
FBgn0053503	943
FBgn0033529	944
FBgn0086378	944
FBgn0033543	945
FBgn0031860	945
FBgn0033551	946
FBgn0031026	946
FBgn0033555	947
FBgn0010198	947
FBgn0033631	948
FBgn0003462	948
FBgn0033663	949
FBgn0286818	949
FBgn0033687	950
FBgn0026141	950
FBgn0033705	951
FBgn0037454	951
FBgn0033717	952
FBgn0039341	952
FBgn0033720	953
FBgn0053012	953
FBgn0034440	954
FBgn0034441	954
FBgn0033727	955
FBgn0037685	955
FBgn0034553	956
FBgn0034552	956
FBgn0035641	957
FBgn0035642	957
FBgn0033744	958
FBgn0033932	958
FBgn0033749	959
FBgn0033748	959
FBgn0259164	960
FBgn0035645	960
FBgn0033836	961
FBgn0260475	961
FBgn0052351	962
FBgn0035915	962
FBgn0033885	963
FBgn0039802	963
FBgn0033926	964
FBgn0033928	964
FBgn0038172	965
FBgn0038173	965
FBgn0033969	966
FBgn0033377	966
FBgn0034093	967
FBgn0036191	967
FBgn0034099	968
FBgn0029717	968
FBgn0034114	969
FBgn0035036	969
FBgn0034117	970
FBgn0032192	970
FBgn0034126	971
FBgn0034131	971
FBgn0034182	972
FBgn0034183	972
FBgn0034202	973
FBgn0033474	973
FBgn0034215	974
FBgn0051115	974
FBgn0034218	975
FBgn0030944	975
FBgn0034275	976
FBgn0039736	976
FBgn0034283	977
FBgn0034284	977
FBgn0034317	978
FBgn0034318	978
FBgn0034426	979
FBgn0034428	979
FBgn0034480	980
FBgn0053301	980
FBgn0034487	981
FBgn0030691	981
FBgn0034497	982
FBgn0026409	982
FBgn0034513	983
FBgn0030038	983
FBgn0034543	984
FBgn0036107	984
FBgn0034560	985
FBgn0034554	985
FBgn0034761	986
FBgn0034759	986
FBgn0034768	987
FBgn0034769	987
FBgn0034876	988
FBgn0033440	988
FBgn0053679	989
FBgn0053752	989
FBgn0035083	990
FBgn0035082	990
FBgn0035124	991
FBgn0250874	991
FBgn0035131	992
FBgn0052475	992
FBgn0035143	993
FBgn0035425	993
FBgn0039421	994
FBgn0086361	994
FBgn0035189	995
FBgn0063667	995
FBgn0035205	996
FBgn0034829	996
FBgn0035247	997
FBgn0085224	997
FBgn0035348	998
FBgn0034898	998
FBgn0035355	999
FBgn0035356	999
FBgn0035400	1000
FBgn0037005	1000
FBgn0037003	1001
FBgn0037004	1001
FBgn0035482	1002
FBgn0050398	1002
FBgn0035498	1003
FBgn0036688	1003
FBgn0035504	1004
FBgn0040697	1004
FBgn0035529	1005
FBgn0011769	1005
FBgn0035551	1006
FBgn0037204	1006
FBgn0035557	1007
FBgn0050471	1007
FBgn0035571	1008
FBgn0035608	1008
FBgn0035600	1009
FBgn0039651	1009
FBgn0035636	1010
FBgn0036289	1010
FBgn0038719	1011
FBgn0038715	1011
FBgn0035674	1012
FBgn0040391	1012
FBgn0035850	1013
FBgn0032935	1013
FBgn0035852	1014
FBgn0002174	1014
FBgn0035928	1015
FBgn0035941	1015
FBgn0035968	1016
FBgn0267429	1016
FBgn0035970	1017
FBgn0038039	1017
FBgn0052382	1018
FBgn0052383	1018
FBgn0036029	1019
FBgn0030722	1019
FBgn0036043	1020
FBgn0259111	1020
FBgn0036057	1021
FBgn0030364	1021
FBgn0036090	1022
FBgn0069938	1022
FBgn0036142	1023
FBgn0035039	1023
FBgn0036146	1024
FBgn0036145	1024
FBgn0036220	1025
FBgn0036952	1025
FBgn0036222	1026
FBgn0261439	1026
FBgn0036279	1027
FBgn0051547	1027
FBgn0036356	1028
FBgn0037478	1028
FBgn0036426	1029
FBgn0037340	1029
FBgn0036495	1030
FBgn0020509	1030
FBgn0036537	1031
FBgn0036538	1031
FBgn0036550	1032
FBgn0036553	1032
FBgn0036563	1033
FBgn0053258	1033
FBgn0036568	1034
FBgn0010217	1034
FBgn0036598	1035
FBgn0036603	1035
FBgn0036622	1036
FBgn0036623	1036
FBgn0036702	1037
FBgn0024992	1037
FBgn0036709	1038
FBgn0028946	1038
FBgn0036787	1039
FBgn0052196	1039
FBgn0036791	1040
FBgn0003683	1040
FBgn0051016	1041
FBgn0051017	1041
FBgn0085374	1042
FBgn0052199	1042
FBgn0036820	1043
FBgn0034658	1043
FBgn0036871	1044
FBgn0052212	1044
FBgn0036878	1045
FBgn0036879	1045
FBgn0036882	1046
FBgn0001108	1046
FBgn0036888	1047
FBgn0030672	1047
FBgn0039494	1048
FBgn0039495	1048
FBgn0036920	1049
FBgn0030620	1049
FBgn0036928	1050
FBgn0037828	1050
FBgn0036949	1051
FBgn0036948	1051
FBgn0036986	1052
FBgn0039420	1052
FBgn0037009	1053
FBgn0053635	1053
FBgn0037037	1054
FBgn0030344	1054
FBgn0037126	1055
FBgn0053290	1055
FBgn0037172	1056
FBgn0025839	1056
FBgn0037186	1057
FBgn0036381	1057
FBgn0037239	1058
FBgn0036843	1058
FBgn0037270	1059
FBgn0033069	1059
FBgn0037298	1060
FBgn0038038	1060
FBgn0037398	1061
FBgn0035262	1061
FBgn0037506	1062
FBgn0030263	1062
FBgn0037514	1063
FBgn0261502	1063
FBgn0037553	1064
FBgn0037552	1064
FBgn0037562	1065
FBgn0023530	1065
FBgn0036078	1066
FBgn0038798	1066
FBgn0037602	1067
FBgn0064117	1067
FBgn0037607	1068
FBgn0036784	1068
FBgn0037615	1069
FBgn0037614	1069
FBgn0037643	1070
FBgn0029118	1070
FBgn0037690	1071
FBgn0038165	1071
FBgn0037696	1072
FBgn0037697	1072
FBgn0037727	1073
FBgn0039564	1073
FBgn0037736	1074
FBgn0083950	1074
FBgn0037764	1075
FBgn0037765	1075
FBgn0037852	1076
FBgn0035078	1076
FBgn0037877	1077
FBgn0038547	1077
FBgn0037908	1078
FBgn0052057	1078
FBgn0037934	1079
FBgn0037935	1079
FBgn0039324	1080
FBgn0039325	1080
FBgn0051087	1081
FBgn0051099	1081
FBgn0037988	1082
FBgn0261955	1082
FBgn0037994	1083
FBgn0040227	1083
FBgn0037995	1084
FBgn0036337	1084
FBgn0038018	1085
FBgn0037307	1085
FBgn0038054	1086
FBgn0025821	1086
FBgn0038072	1087
FBgn0026150	1087
FBgn0038088	1088
FBgn0051345	1088
FBgn0051233	1089
FBgn0051343	1089
FBgn0051198	1090
FBgn0259237	1090
FBgn0038139	1091
FBgn0038140	1091
FBgn0038149	1092
FBgn0037721	1092
FBgn0038200	1093
FBgn0036334	1093
FBgn0038257	1094
FBgn0030362	1094
FBgn0038717	1095
FBgn0038718	1095
FBgn0038286	1096
FBgn0034542	1096
FBgn0038387	1097
FBgn0029964	1097
FBgn0038404	1098
FBgn0063649	1098
FBgn0038436	1099
FBgn0038435	1099
FBgn0038461	1100
FBgn0038462	1100
FBgn0038510	1101
FBgn0035211	1101
FBgn0038516	1102
FBgn0015781	1102
FBgn0038665	1103
FBgn0030519	1103
FBgn0038708	1104
FBgn0004888	1104
FBgn0038739	1105
FBgn0259741	1105
FBgn0038750	1106
FBgn0038752	1106
FBgn0038753	1107
FBgn0264907	1107
FBgn0038783	1108
FBgn0038784	1108
FBgn0038796	1109
FBgn0029629	1109
FBgn0038877	1110
FBgn0033117	1110
FBgn0038965	1111
FBgn0259482	1111
FBgn0038979	1112
FBgn0038978	1112
FBgn0039022	1113
FBgn0039023	1113
FBgn0039098	1114
FBgn0039099	1114
FBgn0039156	1115
FBgn0027601	1115
FBgn0039192	1116
FBgn0086610	1116
FBgn0039319	1117
FBgn0051370	1117
FBgn0039329	1118
FBgn0037931	1118
FBgn0039343	1119
FBgn0031161	1119
FBgn0039354	1120
FBgn0085440	1120
FBgn0039371	1121
FBgn0033906	1121
FBgn0039378	1122
FBgn0031491	1122
FBgn0039402	1123
FBgn0035589	1123
FBgn0039491	1124
FBgn0046323	1124
FBgn0039531	1125
FBgn0038049	1125
FBgn0039538	1126
FBgn0037477	1126
FBgn0039576	1127
FBgn0030733	1127
FBgn0039580	1128
FBgn0287209	1128
FBgn0039669	1129
FBgn0030718	1129
FBgn0039670	1130
FBgn0039671	1130
FBgn0039719	1131
FBgn0040588	1131
FBgn0260763	1132
FBgn0260764	1132
FBgn0042182	1133
FBgn0040528	1133
FBgn0039790	1134
FBgn0036030	1134
FBgn0039800	1135
FBgn0039801	1135
FBgn0039821	1136
FBgn0039818	1136
FBgn0039850	1137
FBgn0035044	1137
FBgn0039879	1138
FBgn0083979	1138
FBgn0039909	1139
FBgn0039331	1139
FBgn0039993	1140
FBgn0039635	1140
FBgn0040075	1141
FBgn0040078	1141
FBgn0040299	1142
FBgn0000317	1142
FBgn0040323	1143
FBgn0040322	1143
FBgn0040338	1144
FBgn0013347	1144
FBgn0040339	1145
FBgn0052971	1145
FBgn0040396	1146
FBgn0000318	1146
FBgn0052301	1147
FBgn0052305	1147
FBgn0040510	1148
FBgn0040508	1148
FBgn0040571	1149
FBgn0040877	1149
FBgn0040606	1150
FBgn0085320	1150
FBgn0040958	1151
FBgn0040959	1151
FBgn0040809	1152
FBgn0040487	1152
FBgn0040871	1153
FBgn0069923	1153
FBgn0040905	1154
FBgn0040904	1154
FBgn0041224	1155
FBgn0041225	1155
FBgn0041231	1156
FBgn0041246	1156
FBgn0041247	1157
FBgn0045495	1157
FBgn0041709	1158
FBgn0035328	1158
FBgn0042127	1159
FBgn0042125	1159
FBgn0042138	1160
FBgn0037842	1160
FBgn0042175	1161
FBgn0051683	1161
FBgn0042178	1162
FBgn0042177	1162
FBgn0043535	1163
FBgn0043534	1163
FBgn0044050	1164
FBgn0044048	1164
FBgn0045483	1165
FBgn0045482	1165
FBgn0046214	1166
FBgn0265047	1166
FBgn0047351	1167
FBgn0051870	1167
FBgn0050037	1168
FBgn0050036	1168
FBgn0050046	1169
FBgn0050203	1169
FBgn0050058	1170
FBgn0085341	1170
FBgn0050074	1171
FBgn0050072	1171
FBgn0085465	1172
FBgn0085466	1172
FBgn0050108	1173
FBgn0050109	1173
FBgn0050156	1174
FBgn0038195	1174
FBgn0050275	1175
FBgn0050268	1175
FBgn0050350	1176
FBgn0029809	1176
FBgn0050364	1177
FBgn0050366	1177
FBgn0050393	1178
FBgn0050391	1178
FBgn0050464	1179
FBgn0050468	1179
FBgn0034023	1180
FBgn0050469	1180
FBgn0050472	1181
FBgn0085217	1181
FBgn0051065	1182
FBgn0053508	1182
FBgn0051077	1183
FBgn0036227	1183
FBgn0051105	1184
FBgn0039839	1184
FBgn0051148	1185
FBgn0051414	1185
FBgn0051253	1186
FBgn0051131	1186
FBgn0051274	1187
FBgn0043069	1187
FBgn0051321	1188
FBgn0030576	1188
FBgn0051373	1189
FBgn0051278	1189
FBgn0051446	1190
FBgn0038353	1190
FBgn0051472	1191
FBgn0051473	1191
FBgn0051644	1192
FBgn0015031	1192
FBgn0051658	1193
FBgn0034523	1193
FBgn0051702	1194
FBgn0051703	1194
FBgn0051708	1195
FBgn0259714	1195
FBgn0051866	1196
FBgn0051865	1196
FBgn0051913	1197
FBgn0034578	1197
FBgn0051975	1198
FBgn0051974	1198
FBgn0052055	1199
FBgn0036040	1199
FBgn0052058	1200
FBgn0036083	1200
FBgn0052238	1201
FBgn0030823	1201
FBgn0052267	1202
FBgn0085202	1202
FBgn0052280	1203
FBgn0034870	1203
FBgn0052284	1204
FBgn0035412	1204
FBgn0052506	1205
FBgn0031116	1205
FBgn0052581	1206
FBgn0030693	1206
FBgn0052625	1207
FBgn0085312	1207
FBgn0052672	1208
FBgn0038539	1208
FBgn0052675	1209
FBgn0052087	1209
FBgn0052756	1210
FBgn0029825	1210
FBgn0052939	1211
FBgn0037731	1211
FBgn0053054	1212
FBgn0085290	1212
FBgn0053156	1213
FBgn0033853	1213
FBgn0053287	1214
FBgn0053286	1214
FBgn0053340	1215
FBgn0033287	1215
FBgn0053341	1216
FBgn0039194	1216
FBgn0053470	1217
FBgn0283462	1217
FBgn0053474	1218
FBgn0039068	1218
FBgn0053510	1219
FBgn0053509	1219
FBgn0053533	1220
FBgn0040096	1220
FBgn0053543	1221
FBgn0031627	1221
FBgn0053631	1222
FBgn0053630	1222
FBgn0053644	1223
FBgn0053647	1223
FBgn0053710	1224
FBgn0085287	1224
FBgn0053983	1225
FBgn0053985	1225
FBgn0054011	1226
FBgn0031731	1226
FBgn0054015	1227
FBgn0031378	1227
FBgn0058002	1228
FBgn0085736	1228
FBgn0061362	1229
FBgn0004855	1229
FBgn0062412	1230
FBgn0062411	1230
FBgn0062565	1231
FBgn0041626	1231
FBgn0063670	1232
FBgn0036531	1232
FBgn0065032	1233
FBgn0038369	1233
FBgn0066101	1234
FBgn0051092	1234
FBgn0067783	1235
FBgn0052103	1235
FBgn0069242	1236
FBgn0053105	1236
FBgn0083992	1237
FBgn0039742	1237
FBgn0085267	1238
FBgn0036089	1238
FBgn0085296	1239
FBgn0085297	1239
FBgn0085305	1240
FBgn0262009	1240
FBgn0085307	1241
FBgn0264832	1241
FBgn0085316	1242
FBgn0037388	1242
FBgn0085346	1243
FBgn0039744	1243
FBgn0085462	1244
FBgn0085461	1244
FBgn0085483	1245
FBgn0063923	1245
FBgn0085486	1246
FBgn0038892	1246
FBgn0086253	1247
FBgn0051139	1247
FBgn0086384	1248
FBgn0011661	1248
FBgn0243513	1249
FBgn0000339	1249
FBgn0250833	1250
FBgn0032125	1250
FBgn0259185	1251
FBgn0259187	1251
FBgn0259194	1252
FBgn0259193	1252
FBgn0259201	1253
FBgn0260228	1253
FBgn0259708	1254
FBgn0259709	1254
FBgn0259711	1255
FBgn0259710	1255
FBgn0259716	1256
FBgn0032585	1256
FBgn0259918	1257
FBgn0085351	1257
FBgn0259923	1258
FBgn0011710	1258
FBgn0259965	1259
FBgn0262999	1259
FBgn0259989	1260
FBgn0040968	1260
FBgn0260005	1261
FBgn0035113	1261
FBgn0260400	1262
FBgn0086675	1262
FBgn0260434	1263
FBgn0036905	1263
FBgn0260454	1264
FBgn0260453	1264
FBgn0260463	1265
FBgn0051352	1265
FBgn0260486	1266
FBgn0031216	1266
FBgn0260743	1267
FBgn0037970	1267
FBgn0260867	1268
FBgn0260868	1268
FBgn0260953	1269
FBgn0051835	1269
FBgn0260964	1270
FBgn0270928	1270
FBgn0260997	1271
FBgn0085599	1271
FBgn0261060	1272
FBgn0262363	1272
FBgn0263596	1273
FBgn0262143	1273
FBgn0261260	1274
FBgn0053087	1274
FBgn0261270	1275
FBgn0032224	1275
FBgn0261537	1276
FBgn0261536	1276
FBgn0261925	1277
FBgn0265668	1277
FBgn0261995	1278
FBgn0261996	1278
FBgn0262018	1279
FBgn0003391	1279
FBgn0262023	1280
FBgn0038509	1280
FBgn0262512	1281
FBgn0037402	1281
FBgn0262516	1282
FBgn0261361	1282
FBgn0262536	1283
FBgn0262484	1283
FBgn0262588	1284
FBgn0262587	1284
FBgn0262610	1285
FBgn0262575	1285
FBgn0262807	1286
FBgn0284083	1286
FBgn0263050	1287
FBgn0032923	1287
FBgn0263086	1288
FBgn0263094	1288
FBgn0263111	1289
FBgn0001991	1289
FBgn0263120	1290
FBgn0036821	1290
FBgn0263248	1291
FBgn0263247	1291
FBgn0263599	1292
FBgn0038344	1292
FBgn0263601	1293
FBgn0086442	1293
FBgn0263607	1294
FBgn0263608	1294
FBgn0263988	1295
FBgn0035256	1295
FBgn0263999	1296
FBgn0053465	1296
FBgn0264273	1297
FBgn0011260	1297
FBgn0264324	1298
FBgn0015513	1298
FBgn0264344	1299
FBgn0051909	1299
FBgn0264540	1300
FBgn0262891	1300
FBgn0264545	1301
FBgn0264544	1301
FBgn0264694	1302
FBgn0034651	1302
FBgn0264741	1303
FBgn0264740	1303
FBgn0264775	1304
FBgn0264776	1304
FBgn0264953	1305
FBgn0267430	1305
FBgn0264989	1306
FBgn0264990	1306
FBgn0265265	1307
FBgn0036173	1307
FBgn0265349	1308
FBgn0259963	1308
FBgn0265413	1309
FBgn0031146	1309
FBgn0265434	1310
FBgn0264695	1310
FBgn0265579	1311
FBgn0259959	1311
FBgn0265607	1312
FBgn0028645	1312
FBgn0266176	1313
FBgn0261845	1313
FBgn0266178	1314
FBgn0267649	1314
FBgn0266429	1315
FBgn0039595	1315
FBgn0266430	1316
FBgn0266431	1316
FBgn0266451	1317
FBgn0266448	1317
FBgn0266710	1318
FBgn0085352	1318
